"1598592414-144","https://account.surfshark.com/setup/manual","pl-gdn.prod.surfshark.com"
"1598592414-164","https://account.surfshark.com/setup/manual","ar-bua.prod.surfshark.com"
"1598592414-166","https://account.surfshark.com/setup/manual","ca-van.prod.surfshark.com"
"1598592414-121","https://account.surfshark.com/setup/manual","dk-cph.prod.surfshark.com"
"1598592414-174","https://account.surfshark.com/setup/manual","us-sea.prod.surfshark.com"
"1598592414-199","https://account.surfshark.com/setup/manual","au-adl.prod.surfshark.com"
"1598592414-223","https://account.surfshark.com/setup/manual","tr-bur.prod.surfshark.com"
"1598592414-200","https://account.surfshark.com/setup/manual","au-bne.prod.surfshark.com"
"1598592414-214","https://account.surfshark.com/setup/manual","sg-sng.prod.surfshark.com"
"1598592414-193","https://account.surfshark.com/setup/manual","us-mnz.prod.surfshark.com"
"1598592414-117","https://account.surfshark.com/setup/manual","bg-sof.prod.surfshark.com"
"1598592414-189","https://account.surfshark.com/setup/manual","us-tpa.prod.surfshark.com"
"1598592414-122","https://account.surfshark.com/setup/manual","ee-tll.prod.surfshark.com"
"1598592414-125","https://account.surfshark.com/setup/manual","fr-par.prod.surfshark.com"
"1598592414-172","https://account.surfshark.com/setup/manual","mx-mex.prod.surfshark.com"
"1598592414-120","https://account.surfshark.com/setup/manual","cz-prg.prod.surfshark.com"
"1598592414-159","https://account.surfshark.com/setup/manual","tr-ist.prod.surfshark.com"
"1598592414-188","https://account.surfshark.com/setup/manual","us-dtw.prod.surfshark.com"
"1598592414-198","https://account.surfshark.com/setup/manual","au-per.prod.surfshark.com"
"1598592414-201","https://account.surfshark.com/setup/manual","au-mel.prod.surfshark.com"
"1598592414-150","https://account.surfshark.com/setup/manual","ru-spt.prod.surfshark.com"
"1598592414-175","https://account.surfshark.com/setup/manual","us-bdn.prod.surfshark.com"
"1598592414-168","https://account.surfshark.com/setup/manual","ca-tor.prod.surfshark.com"
"1598592414-212","https://account.surfshark.com/setup/manual","nz-akl.prod.surfshark.com"
"1598592414-134","https://account.surfshark.com/setup/manual","ie-dub.prod.surfshark.com"
"1598592414-152","https://account.surfshark.com/setup/manual","sk-bts.prod.surfshark.com"
"1598592414-155","https://account.surfshark.com/setup/manual","es-mad.prod.surfshark.com"
"1598592414-143","https://account.surfshark.com/setup/manual","pl-waw.prod.surfshark.com"
"1598592414-213","https://account.surfshark.com/setup/manual","ph-mnl.prod.surfshark.com"
"1598592414-219","https://account.surfshark.com/setup/manual","il-tlv.prod.surfshark.com"
"1598592414-154","https://account.surfshark.com/setup/manual","es-vlc.prod.surfshark.com"
"1598592414-190","https://account.surfshark.com/setup/manual","us-nyc.prod.surfshark.com"
"1598592414-123","https://account.surfshark.com/setup/manual","fi-hel.prod.surfshark.com"
"1598592414-208","https://account.surfshark.com/setup/manual","id-jak.prod.surfshark.com"
"1598592414-145","https://account.surfshark.com/setup/manual","pt-opo.prod.surfshark.com"
"1598592414-116","https://account.surfshark.com/setup/manual","ba-sjj.prod.surfshark.com"
"1598592414-169","https://account.surfshark.com/setup/manual","cl-san.prod.surfshark.com"
"1598592414-136","https://account.surfshark.com/setup/manual","it-rom.prod.surfshark.com"
"1598592414-207","https://account.surfshark.com/setup/manual","in-mum.prod.surfshark.com"
"1598592414-187","https://account.surfshark.com/setup/manual","us-sfo.prod.surfshark.com"
"1598592414-192","https://account.surfshark.com/setup/manual","us-clt.prod.surfshark.com"
"1598592414-186","https://account.surfshark.com/setup/manual","us-chi.prod.surfshark.com"
"1598592414-132","https://account.surfshark.com/setup/manual","hu-bud.prod.surfshark.com"
"1598592414-156","https://account.surfshark.com/setup/manual","es-bcn.prod.surfshark.com"
"1598592414-128","https://account.surfshark.com/setup/manual","de-muc.prod.surfshark.com"
